_id	budget	country	genres	imdb_score	metascore	opening_usa	production_companies	release_date	title	usa_gross	worldwide_gross
5af5ed2f9a5d8daabb72a41a	70000000	USA	['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']	6.4	46.0	70217070.0	['Universal Pictures', 'Illumination Entertainment']	2012-03-02	The Lorax	214030500	348840316.0
5af5ed2f9a5d8daabb72a41b	40000000	USA	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	6.4	51.0	24760882.0	['Twentieth Century Fox', 'Troublemaker Studios', 'Davis Entertainment', 'Dune Entertainment III']	2010-07-09	Predators	52000688	127233108.0
5af5ed2f9a5d8daabb72a421	6000000	China	['Drama', 'History']	6.1	42.0	134005.0	['IDG China Media']	2011-06-24	Snow Flower and the Secret Fan	1348205	11348205.0
5af5ed2f9a5d8daabb72a424	3600000	France	['Drama', 'Romance']	6.6	80.0	21077.0	['Les Films Pelléas', 'Razor Film Produktion GmbH', 'Arte France Cinéma', 'WDR / Arte', 'Rhône-Alpes Cinéma', 'Jouror Productions', 'Arte France', 'Canal+', 'CinéCinéma', 'Centre National de la Cinématographie (CNC)', 'Filmförderungsanstalt (FFA)', 'Medienboard Berlin-Brandenburg', 'Région Ile-de-France', 'Région Rhône-Alpes', 'Cinémage 5', 'Cofimage 22']	2011-07-06	Goodbye First Love	64925	
5af5ed2f9a5d8daabb72a42a	7000000	Spain	['Drama', 'Fantasy', 'Sci-Fi']	6.7	57.0	10395.0	['Canal+ España', 'Canal+', 'Escándalo Films', 'Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)', 'ICF Institut Català de Finances', 'Instituto Buñuel', 'Instituto de Crédito Oficial (ICO)', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Ran Entertainment', 'Saga-Productions', 'Televisió de Catalunya (TV3)', 'Televisión Española (TVE)', 'Wild Bunch']	2015-03-13	Eva	10395	
5af5ed2f9a5d8daabb72a447	1200000	USA	['Comedy', 'Drama', 'Romance']	8.4		52171.0	['Check the Gate Productions', 'Film Incito', 'Five Stones Films', 'Red Entertainment Group']	2017-09-15	Because Of Grácia	90878	
5af5ed2f9a5d8daabb72a459	36000000	Spain	['Biography', 'Drama', 'War']	5.8	33.0	705537.0	['Antena 3 Films', 'Mount Santa Fe', 'Ransom Films']	2011-03-25	There Be Dragons	1065439	
5af5ed2f9a5d8daabb72a462	1000000	USA	['Drama']	6.8	32.0	102096.0	['Gravitas', 'Provident Films']	2013-04-12	October Baby	5355847	
5af5ed2f9a5d8daabb72a464	30000000000	South Korea	['Action', 'Drama', 'War']	7.8	30.0	17817.0	['Directors', 'SK Planet', 'CJ Entertainment']	2012-04-20	My Way	67330	
5af5ed2f9a5d8daabb72a468	5000000	USA	['Drama', 'Family', 'Fantasy', 'Sport']	6.5	56.0	66993.0	['Freedom Films', 'Palo Verde', 'Hannibal Classics', 'Sakonnet Capital Partners', 'Emmett/Furla/Oasis Films (EFO Films)']	2012-04-13	Touchback	204068	
5af5ed2f9a5d8daabb72a469	2500000	USA	['Drama']	6.3	74.0	21495.0	['Authentic Management Productions', 'BCDF Pictures', 'Group Entertainment, The', 'Ruminant Films']	2012-03-01	Higher Ground	841206	
5af5ed2f9a5d8daabb72a46a	6000000	Poland	['Animation', 'Drama', 'Thriller']	6.8			['Mediabrigade', 'Odra Film', 'Polski Instytut Sztuki Filmowej', 'Studio Filmowe Kadr']	2011-03-04	Suicide Room	7226940	
5af5ed2f9a5d8daabb72a473	450000	USA	['Drama']	7.2	79.0	48579.0	['Chicken And Egg Pictures', 'MBK Entertainment', 'Northstar Pictures', 'Pariah Feature', 'Sundial Pictures', 'aid abet']	2011-01-20	Pariah	758099	
5af5ed2f9a5d8daabb72a474	3850000	Finland	['Comedy', 'Drama']	7.2	82.0	26363.0	['Sputnik', 'Pyramide Productions', 'Pandora Filmproduktion', 'Arte France Cinéma', 'ZDF/Arte', 'Finnish Film Foundation', 'Canal+', 'Nordisk Film- & TV-Fond', 'Centre National de la Cinématographie (CNC)', 'Yleisradio (YLE)', 'CinéCinéma', 'Arte France', 'Région Haute-Normandie', 'Pôle Image Haute-Normandie']	2011-09-08	Le Havre	611709	
5af5ed2f9a5d8daabb72a475	20000000	Georgia	['Action', 'Drama', 'War']	5.6	31.0	6254.0	['Rex Media', 'Georgia International Films', 'Midnight Sun Pictures', 'Dispictures']	2011-06-06	5 Days of War	17149	
5af5ed2f9a5d8daabb72a47c	29000000	Hong Kong	['Action', 'Drama']	6.9	53.0	19132.0	['Emperor Classic Films', 'China Film Group', 'Huayi Brothers Media', 'Beijing Silver Moon Productions', 'Shaolin Temple Culture Communication']	2011-01-27	Shaolin	64327	
5af5ed2f9a5d8daabb72a480	15000000	USA	['Crime', 'Drama', 'Thriller']	5.1	36.0	18015.0	['Millennium Films', 'Millennium Films', 'Hannibal Pictures', 'SONO Production', 'Son Of No One Production']	2011-07-09	The Son of No One	28870	1335012.0
5af5ed2f9a5d8daabb72a487	30000000	USA	['Animation', 'Action', 'Comedy', 'Crime', 'Family', 'Mystery']	4.8	20.0	4108630.0	['The Weinstein Company', 'Kanbar Entertainment', 'HW Two']	2011-04-29	Hoodwinked Too! Hood vs. Evil	10143779	23352752.0
5af5ed2f9a5d8daabb72a495	3000000	USA	['Horror']	3.7	31.0	327000.0	['Bubble Factory, The', 'Lockjaw Productions']	2011-09-09	Creature	327000	
5af5ed2f9a5d8daabb72a4a1	2000000	USA	['Comedy', 'Drama']	5.9	66.0	13551.0	['Double Hope Films']	2012-06-29	Dark Horse	940430	
5af5ed2f9a5d8daabb72a4a2	20000000	USA	['Comedy', 'Family']	4.2	37.0	6076859.0	['Relativity Media', 'Smokewood Entertainment Group']	2011-06-10	Judy Moody and the Not Bummer Summer	15000994	
5af5ed2f9a5d8daabb72a4a5	25000000	USA	['Comedy', 'Drama']	4.6	45.0	25068677.0	['Tyler Perry Company, The']	2011-04-22	Madea's Big Happy Family	53345287	54161287.0
5af5ed2f9a5d8daabb72a4a8	24000000	India	['Action', 'Adventure', 'Sci-Fi']	4.8	60.0	1654023.0	['Red Chillies Entertainment', 'Eros International', 'Prana Studios', 'Prime Focus', 'Redchillies.VFX', 'Tata Elxsi Visual Computing Lab', 'Winford Productions']	2011-10-26	Ra.One	2511689	35911689.0
5af5ed2f9a5d8daabb72a4a9	2500000	France	['Action', 'Crime', 'Thriller']	6.7	75.0	2106.0	['Chic Films', 'Paul Thiltges Distributions', 'Saga Film (I)', 'Canal+', 'Ciné+', 'uFilm', 'Film Fund Luxembourg', 'Centre National de la Cinématographie (CNC)', 'Procirep', 'MEDIA Programme of the European Union', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Umedia']	2012-05-11	Sleepless Night	2106	
5af5ed2f9a5d8daabb72a4ad	18000000	China	['Action', 'Adventure', 'Drama', 'History', 'War']	5.9	37.0	55850.0	['Beijing Alnair Culture & Media', 'Changchun Film Studio', 'China City Construction', 'Hebei Broadcasting Film & TV', 'Hebei Film Studio', 'Huaxia Film Distribution', 'Hubei Provincial Party Committee Propaganda Department', 'Jackie & JJ Productions', 'Jackie Chan International Cinema Culture Holdings', 'Jiangsu Broadcasting Corporation', 'Langfang Guohua Film Base', 'Media Asia Films', 'Nanjing Broadcasting Network', 'Shanghai Film Studios', 'Tianjin North Film Group', 'Xiaoxiang Film Studio']	2011-09-23	1911	127437	79914300.0
5af5ed2f9a5d8daabb72a4c2	7500000	USA	['Drama', 'Sport']	6.1	37.0		['Prospect Park', 'Utopia Pictures']	2011-09-02	Seven Days in Utopia	18000000	18000000.0
5af5ed2f9a5d8daabb72a4c3	4770000	India	['Drama', 'Mystery', 'Thriller']	6.1		184872.0	['UTV Spotboy', 'V.B. Pictures']	2011-02-18	7 Khoon Maaf	268662	6187845.0
5af5ed2f9a5d8daabb72a4d6	1000000	UK	['Comedy', 'Drama', 'Music']	6.7	41.0	2144.0	['BBC Films', 'Head Gear Films', 'Metrol Technology', 'Creative Scotland', 'Sigma Films']	2011-09-16	Tonight You're Mine	5466	
5af5ed2f9a5d8daabb72a4d7	3800000	Germany	['Animation', 'Drama']	7.1		345.0	['Bavaria Pictures', 'Grand Pictures', 'Picture Circle']	2012-08-30	Death of a Superhero	345	
5af5ed2f9a5d8daabb72a4ea	9980000	France	['Drama', 'Musical', 'Romance']	6.2	55.0	25825.0	"['Why Not Productions', 'France 2 Cinéma', 'Sixteen Films', 'Negativ', 'Canal+', 'France Télévision', 'Orange Cinéma Séries', 'Région Ile-de-France', ""Fonds d'Action de la Sacem, Le"", 'Soficinéma 7']"	2011-08-24	Beloved	119608	
5af5ed2f9a5d8daabb72a4eb	1000000	Germany	['Drama', 'Fantasy', 'Romance']	6.2	67.0	27137.0	['GNK Productions', 'Haut et Court', 'Match Factory, The', 'Medienboard Berlin-Brandenburg', 'Razor Film Produktion GmbH']	2011-08-17	The Future	568366	
5af5ed2f9a5d8daabb72a4f0	2000000	India	['Comedy', 'Drama', 'Romance']	5.9		702325.0	['Eros International', 'Next Generation Pictures']	2011-11-25	Desi Boyz	1066167	
5af5ed2f9a5d8daabb72a4f9	35000000	China	['Action', 'Adventure']	6.0	57.0	95452.0	['Beijing Liangzi Group', 'Beijing Poly-bona Film Publishing Company', 'Bona Entertainment', 'Bona International Film Group', 'China Film Co-Production Corporation', 'China Film Co.', 'Film Workshop', 'SMG Pictures', 'Shanda Pictures', 'Shineshow']	2011-12-15	Flying Swords of Dragon Gate	170276	89375320.0
5af5ed2f9a5d8daabb72a500	3900000	USA	['Comedy', 'Crime', 'Romance']	6.2	35.0	808.0	['IFC Films', 'Verdi Productions', 'Facinelli Films']	2011-11-09	Loosies	3318	
5af5ed2f9a5d8daabb72a50d	9000000	USA	['Action', 'Comedy', 'Drama', 'Thriller']	5.3	35.0	7208.0	['Mandalay Vision', '10th Hole Productions', 'Cineric', 'DRO Entertainment', 'Mandalay Independent Pictures']	2011-07-15	Salvation Boulevard	27445	
5af5ed2f9a5d8daabb72a514	12000000	France	['Comedy', 'Drama']	7.1	69.0	11301.0	['Celluloid Dreams', 'Manipulators, The', 'uFilm', 'Studio 37', 'Le Pacte', 'Lorette Production', 'Film(s)', 'Arte France Cinéma', 'ZDF/Arte', 'Cinémage 5', 'uFund', 'Medienboard Berlin-Brandenburg', 'Deutscher Filmförderfonds (DFFF)', 'Canal+', 'CinéCinéma', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Umedia']	2011-10-26	Chicken with Plums	253705	
5af5ed2f9a5d8daabb72a516	17000	USA	['Action', 'Drama', 'Romance']	6.4	72.0	22279.0	['Coatwolf Productions']	2012-03-21	Bellflower	167242	
5af5ed2f9a5d8daabb72a51e	11000000	Spain	['Drama', 'Mystery', 'Thriller']	5.8	56.0	8418.0	['Diaphana Films', 'Morena Films', 'El Monje La Pelicula AIE', 'Estrategia Audiovisual', 'France 3 Cinéma', 'Canal+', 'France Télévision', 'CinéCinéma', 'Televisió de Catalunya (TV3)', 'Coficup', 'Backup Media', 'Soficinéma 6', 'Banque Postale Image 4', 'Uni Étoile 8', 'A Plus Image 2', 'Eurimages', 'Centre National de la Cinématographie (CNC)', 'Région Languedoc-Roussillon', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Instituto de Crédito Oficial (ICO)', 'Memento Films International', '120 Films', 'Navarra Film Commission']	2011-07-13	The Monk	8418	
5af5ed2f9a5d8daabb72a52e	6700000	France	['Comedy', 'Drama']	7.5	60.0	15382.0	['Les Films des Tournelles', 'Pathé', 'Les Films de Beyrouth', 'United Artistic Group', 'Prima TV', 'France 2 Cinéma', 'Chaocorp', 'Doha Film Institute, The', 'Canal+', 'CinéCinéma', 'France Télévision', 'Ginger Beirut Productions']	2011-09-14	Where Do We Go Now?	531813	
5af5ed2f9a5d8daabb72a531	9000000	India	['Biography', 'Crime', 'Drama', 'Thriller']	7.2		227473.0	['UTV Spotboy Motion Pictures', 'UTV Spotboy']	2011-01-07	No One Killed Jessica	440525	
5af5ed2f9a5d8daabb72a543	17500000	Norway	['Comedy', 'Romance']	6.3	70.0	10145.0	['Motlys']	2011-08-19	Turn Me On, Dammit!	124443	
5af5ed2f9a5d8daabb72a55c	200000000	China	['Action', 'Fantasy', 'Romance']	5.9	41.0	5530.0	['Juli Entertainment Media']	2011-09-28	The Sorcerer and the White Snake	18445	
5af5ed2f9a5d8daabb72a566	9000000	Italy	['Comedy', 'Drama']	6.7	64.0	31368.0	['Sacher Film', 'Fandango', 'Le Pacte', 'France 3 Cinéma', 'Rai Cinema', 'Canal+', 'Coficup', 'Backup Media', 'France Télévision', 'Eurimages']	2011-04-15	We Have a Pope	480926	16157875.0
5af5ed2f9a5d8daabb72a57a	15000000	Australia	['Drama']	6.3	55.0	25785.0	['Paper Bark Films Pty. Ltd.']	2012-09-07	The Eye of the Storm	83297	
5af5ed2f9a5d8daabb72a5aa	60000	USA	['Comedy']	5.5	48.0	15465.0	['248 Productions', 'Secret Identity Productions', 'Trost Productions']	2011-03-13	The FP	40557	
5af5ed2f9a5d8daabb72a5b5	200000	USA	['Horror', 'Mystery', 'Thriller']	4.5		36605.0	['Insomnia Productions (II)']	2011-09-30	Munger Road	266190	
5af5ed2f9a5d8daabb72a5be	180000	USA	['Horror', 'Thriller']	4.6		90272.0	['Afflicted Picturehouse']	2012-03-01	The Afflicted	175742	
5af5ed2f9a5d8daabb72a5d6	410000000	India	['Action', 'Adventure', 'Fantasy']	4.3			['Geetha Arts', 'ODU Movies', 'Redakh Arts']	2011-06-10	Badrinath	51546	7200000.0
5af5ed2f9a5d8daabb72a5dc	30000000	Hong Kong	['Drama']	7.6	78.0		['Bona International Film Group', 'Focus Films', 'Sil-Metropole Organisation']	2012-03-09	A Simple Life	191456	
5af5ed2f9a5d8daabb72a5e9	5000000	China	['Comedy', 'Romance', 'Sci-Fi']	5.6			['Beijing Poly-bona Film Publishing Company', 'Bona Entertainment', 'CJ Entertainment', 'Emperor Motion Pictures', 'Focus Films']	2011-02-03	What Women Want	123526	11831362.0
5af5ed2f9a5d8daabb72a5ef	12500000	France	['Animation', 'Comedy', 'Fantasy']	7.2	74.0	4301.0	['Autochenille Production', 'TF1 Droits Audiovisuels', 'France 3 Cinéma', 'Sofica Valor 7', 'France Télévision', 'Canal+', 'CinéCinéma', 'Procirep']	2011-06-01	The Rabbi's Cat	16659	
5af5ed2f9a5d8daabb72a5f4	1009653	Argentina	['Drama']	7.1	55.0	880.0	['Historias Cinematograficas Cinemania', 'Habitacion 1520 Producciones', 'RTA Radio y Televisión Argentina', 'Antàrtida Produccions', 'Academia de Filmes', 'Programa Ibermedia', 'Televisión Española (TVE)', 'Ancine', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Instituto Nacional de Cine y Artes Audiovisuales (INCAA)', 'TV Publica Digital']	2012-09-20	Clandestine Childhood	9017	
5af5ed2f9a5d8daabb72a5f6	8000000	Russia	['Drama', 'Fantasy', 'Mystery']	6.7	65.0	10030.0	['Mass Media Development and Support Foundation', 'Proline Film', 'Russian Cinema Fund']	2013-11-15	Faust	58104	
5af5ed2f9a5d8daabb72a60a	2450000	USA	['Drama', 'Musical']	3.9	44.0	119714.0	['Go For It!', 'Sparkhope Productions']	2011-05-13	Go for It!	178739	
5af5ed2f9a5d8daabb72a60d	7000000	USA	['Biography', 'Drama']	4.7	41.0	6800.0	['RabbitBandini Productions', 'Made In Film-Land']	2013-11-01	Sal	6800	
5af5ed2f9a5d8daabb72a616	4000000	Canada	['Action', 'Crime', 'Thriller']	4.4		15243.0	['Styx Productions', 'Zed Filmworks']	2011-04-26	Sacrifice	27899	
5af5ed2f9a5d8daabb72a65e	3000000	USA	['Drama', 'History', 'War']	5.8	47.0	4070.0	['Marzipan Entertainment']	2014-08-15	Fort McCoy	73678	
5af5ed2f9a5d8daabb72a661	9000	USA	['Comedy', 'Drama']	6.4		4584.0	['Marlboro Road Gang Productions']	2011-12-26	Newlyweds	4584	
5af5ed2f9a5d8daabb72a668	1000000	Austria	['Drama']	7.0	66.0	949.0	['Epo-Film Produktionsgesellschaft', 'Cine Styria', 'Filmfonds Wien', 'Filmstandort Austria (FISA)', 'Österreichischer Rundfunk (ORF)', 'Österreichisches Filminstitut']	2012-08-31	Breathing	3342	
5af5ed2f9a5d8daabb72a6e1	1500000	USA	['Horror']	4.0			['Woodhaven Production Company']	2011-10-28	Inkubus	81600	
5af5ed2f9a5d8daabb72a6e6	700000000	Taiwan	['Action', 'Drama', 'History']	7.5	62.0	57183.0	['ARS Film Production', 'Central Motion Pictures']	2011-09-09	Warriors of the Rainbow: Seediq Bale I	136166	
5af5ed2f9a5d8daabb72a6e8	32000000	USA	['Drama']	7.1	86.0	736311.0	['The Weinstein Company', 'Ghoulardi Film Company', 'Annapurna Pictures']	2012-09-21	The Master	16377274	28258060.0
5af5ed2f9a5d8daabb72a6e9	3000000	USA	['Horror', 'Mystery', 'Thriller']	6.8	53.0	18007634.0	['Alliance Films', 'IM Global', 'Blumhouse Productions', 'Automatik', 'Possessed Pictures']	2012-10-12	Sinister	48086903	87727807.0
5af5ed2f9a5d8daabb72a6ea	209000000	USA	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	5.8	41.0	25534825.0	['Universal Pictures', 'Hasbro', 'Bluegrass Films', 'Film 44']	2012-05-18	Battleship	65422625	303025485.0
5af5ed2f9a5d8daabb72a6ed	65000000	USA	['Action', 'Comedy', 'Romance']	6.3	31.0	17405930.0	['Overbrook Entertainment', 'Robert Simonds Productions', 'Dune Entertainment']	2012-02-17	This Means War	54760791	156491279.0
5af5ed2f9a5d8daabb72a6ee	31000000	USA	['Drama', 'Thriller']	7.3	76.0	24900566.0	['Paramount Pictures', 'ImageMovers', 'Parkes+MacDonald Image Nation']	2012-11-02	Flight	93772375	161772375.0
5af5ed2f9a5d8daabb72a6ef	35000000	UK	['Action', 'Crime', 'Sci-Fi']	7.1	60.0	6278491.0	['DNA Films', 'Peach Trees', 'Rena Films', 'IM Global', 'Reliance Big Entertainment', 'Reliance Big Pictures']	2012-09-21	Dredd	13414714	41037742.0
5af5ed2f9a5d8daabb72a6f0	65000000	USA	['Comedy']	6.4	58.0	17435092.0	['Paramount Pictures', 'Four by Two Films']	2012-05-16	The Dictator	59650222	179379533.0
5af5ed2f9a5d8daabb72a6f1	3019382	Mexico	['Animation', 'Drama']	4.4		35768.0	['Dos Corazones Films']	2011-10-14	The Greatest Miracle	555166	3162125.0
5af5ed2f9a5d8daabb72a6f2	70000000	USA	['Comedy']	5.6	31.0	13453714.0	['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media']	2012-06-15	That's My Boy	36931089	58058367.0
5af5ed2f9a5d8daabb72a6f3	85000000	South Africa	['Action', 'Adventure', 'Crime', 'Thriller']	6.8	52.0	40172720.0	['Universal Pictures', 'Relativity Media', 'Bluegrass Films', 'Dentsu']	2012-02-10	Safe House	126373434	208076205.0
5af5ed2f9a5d8daabb72a6f4	250000000	USA	['Action', 'Adventure', 'Sci-Fi']	6.6	51.0	30180188.0	['Walt Disney Pictures', 'BOT VFX']	2012-03-09	John Carter	73078100	284139100.0
5af5ed2f9a5d8daabb72a6f6	79000000	USA	['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']	5.8	41.0	27335363.0	['New Line Cinema', 'Contrafilm', 'Walden Media']	2012-02-10	Journey 2: The Mysterious Island	103860290	335260290.0
5af5ed2f9a5d8daabb72a6f7	185000000	USA	['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']	7.1	69.0	66323594.0	['Walt Disney Pictures', 'Pixar Animation Studios']	2012-06-22	Brave	237283207	538983207.0
5af5ed2f9a5d8daabb72a6f8	60000000	USA	['Action', 'Crime', 'Mystery', 'Thriller']	7.0	50.0	15210156.0	['Paramount Pictures', 'Skydance Media', 'Mutual Film Company', 'TC Productions']	2012-12-21	Jack Reacher	80070736	218340595.0
5af5ed2f9a5d8daabb72a6f9	15000000	USA	['Crime', 'Drama', 'Thriller']	7.3	68.0	279457.0	['Sidney Kimmel Entertainment', 'Electric City Entertainment', 'Verisimilitude']	2013-04-19	The Place Beyond the Pines	21383298	
5af5ed2f9a5d8daabb72a6fa	50000000	USA	['Comedy', 'Fantasy']	7.0	62.0	54415205.0	['Universal Pictures', 'Media Rights Capital (MRC)', 'Fuzzy Door Productions', 'Bluegrass Films', 'Smart Entertainment']	2012-06-29	Ted	218815487	549368315.0
5af5ed2f9a5d8daabb72a6fb	125000000	USA	['Action', 'Adventure', 'Mystery', 'Thriller']	6.7	61.0	38142825.0	['Universal Pictures', 'Relativity Media', 'Kennedy/Marshall Company, The', 'Captivate Entertainment', 'Dentsu']	2012-08-10	The Bourne Legacy	113203870	276144750.0
5af5ed2f9a5d8daabb72a6fc	12000000	USA	['Drama', 'Sci-Fi', 'Thriller']	7.1	69.0	22004098.0	['Twentieth Century Fox', 'Davis Entertainment', 'Dune Entertainment']	2012-02-03	Chronicle	64575175	126636097.0
5af5ed2f9a5d8daabb72a6fd	35000000	USA	['Comedy', 'Romance']	6.2	59.0	12030690.0	['Apatow Productions', 'Forty Productions']	2012-12-21	This Is 40	67544505	88058786.0
5af5ed2f9a5d8daabb72a6fe	3800000	Denmark	['Drama']	8.3	77.0	43045.0	['Danmarks Radio (DR)', 'Det Danske Filminstitut', 'Eurimages', 'Film i Väst', 'MEDIA Programme of the European Union', 'Nordisk Film- & TV-Fond', 'Svenska Filminstitutet (SFI)', 'Sveriges Television (SVT)', 'Zentropa Entertainments', 'Zentropa International Sweden']	2013-01-10	The Hunt	687185	18309793.0
5af5ed2f9a5d8daabb72a6ff	30000000	USA	['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']	7.4	84.0	20801552.0	['Endgame Entertainment', 'DMG Entertainment', 'DMG Entertainment', 'FilmDistrict', 'Ram Bergman Productions']	2012-09-28	Looper	66486205	176506819.0
5af5ed2f9a5d8daabb72a700	40000000	USA	['Drama', 'Thriller']	7.4	95.0	417150.0	['Columbia Pictures', 'Annapurna Pictures', 'First Light Production']	2013-01-11	Zero Dark Thirty	95720716	132820716.0
5af5ed2f9a5d8daabb72a701	44500000	USA	['Biography', 'Drama', 'Thriller']	7.7	86.0	19458109.0	['Warner Bros.', 'GK Films', 'Smokehouse Pictures']	2012-10-12	Argo	136025503	232325503.0
5af5ed2f9a5d8daabb72a702	65000000	USA	['Biography', 'Drama', 'History', 'War']	7.4	86.0	944308.0	['DreamWorks', 'Twentieth Century Fox', 'Reliance Entertainment', 'Participant Media', 'Dune Entertainment', 'Amblin Entertainment', 'Kennedy/Marshall Company, The', 'Walt Disney Pictures']	2012-11-16	Lincoln	182207973	275293450.0
5af5ed2f9a5d8daabb72a703	225000000	USA	['Action', 'Adventure', 'Comedy', 'Sci-Fi']	6.8	58.0	54592779.0	['Columbia Pictures', 'Hemisphere Media Capital', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation', 'Imagenation Abu Dhabi FZ']	2012-05-25	Men in Black 3	179020854	624026776.0
5af5ed2f9a5d8daabb72a704	26000000	USA	['Crime', 'Drama']	7.3	58.0	10001566.0	['The Weinstein Company', 'Yucaipa Films', 'Revolt Films', 'Benaroya Pictures', 'Annapurna Pictures', 'Red Wagon Entertainment', 'Blum Hanson Allen Films', 'Pie Films Inc.']	2012-08-29	Lawless	37400127	53676580.0
5af5ed2f9a5d8daabb72a705	21000000	USA	['Comedy', 'Drama', 'Romance']	7.8	81.0	443003.0	['The Weinstein Company']	2012-12-25	Silver Linings Playbook	132092958	236412453.0
5af5ed2f9a5d8daabb72a706	170000000	USA	['Action', 'Adventure', 'Drama', 'Fantasy']	6.1	57.0	56217700.0	['Roth Films', 'Universal Pictures']	2012-06-01	Snow White and the Huntsman	155332381	396592829.0
5af5ed2f9a5d8daabb72a707	13000000	USA	['Drama', 'Romance']	8.0	67.0	228359.0	['Summit Entertainment', 'Mr. Mudd']	2012-10-12	The Perks of Being a Wallflower	17738570	
5af5ed2f9a5d8daabb72a708	165000000	USA	['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']	7.7	72.0	49038712.0	['Walt Disney Animation Studios', 'Walt Disney Pictures']	2012-11-02	Wreck-It Ralph	189422889	471222889.0
5af5ed2f9a5d8daabb72a709	42000000	USA	['Action', 'Comedy', 'Crime']	7.2	69.0	36302612.0	['Columbia Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Relativity Media', 'Original Film', 'Stephen J. Cannell Productions']	2012-03-16	21 Jump Street	138447667	201585328.0
5af5ed2f9a5d8daabb72a70a	200000000	UK	['Action', 'Adventure', 'Thriller']	7.8	81.0	88364714.0	['Eon Productions', 'B23', 'Columbia Pictures', 'Danjaq', 'Metro-Goldwyn-Mayer (MGM)', 'United Artists']	2012-11-09	Skyfall	304360277	1108561013.0
5af5ed2f9a5d8daabb72a70b	17000000	USA	['Comedy', 'Music', 'Romance']	7.2	66.0	5149433.0	['Brownstone Productions (II)', 'Gold Circle Films']	2012-10-05	Pitch Perfect	65001093	113042075.0
5af5ed2f9a5d8daabb72a70c	16000000	USA	['Adventure', 'Comedy', 'Drama', 'Romance']	7.8	84.0	522996.0	['Indian Paintbrush', 'American Empirical Pictures', 'Moonrise', 'Scott Rudin Productions']	2012-06-29	Moonrise Kingdom	45512466	68263166.0
5af5ed2f9a5d8daabb72a70d	5000000	USA	['Crime', 'Drama']	5.3	63.0	263002.0	"['Muse Productions', 'Division Films', ""O' Salvation"", 'Iconoclast', 'MJZ', 'RabbitBandini Productions']"	2013-03-22	Spring Breakers	14123773	
5af5ed2f9a5d8daabb72a70e	180000000	USA	['Adventure', 'Family', 'Fantasy']	7.9	58.0	84617303.0	['New Line Cinema', 'Metro-Goldwyn-Mayer (MGM)', 'WingNut Films']	2012-12-14	The Hobbit: An Unexpected Journey	303003568	1021103568.0
5af5ed2f9a5d8daabb72a70f	7000000	USA	['Comedy', 'Drama']	6.1	72.0	39127170.0	['Iron Horse Entertainment (II)', 'Extension 765', 'St. Petersburg Clearwater Film Commission']	2012-06-29	Magic Mike	113721571	167221571.0
5af5ed2f9a5d8daabb72a710	61000000	UK	['Drama', 'History', 'Musical', 'Romance', 'War']	7.6	63.0	28027000.0	['Working Title Films', 'Cameron Mackintosh Ltd.', 'Universal Pictures', 'Relativity Media']	2012-12-25	Les Misérables	148809770	441809770.0
5af5ed2f9a5d8daabb72a711	102000000	Germany	['Action', 'Drama', 'Mystery', 'Sci-Fi']	7.5	55.0	9612247.0	['Cloud Atlas Productions', 'X-Filme Creative Pool', 'Anarchos Pictures', 'A Company Filmproduktionsgesellschaft', 'ARD Degeto Film', 'Ascension Pictures', 'Dreams of Dragon Picture', 'Five Drops', 'Media Asia Group']	2012-10-26	Cloud Atlas	27108272	130482868.0
5af5ed2f9a5d8daabb72a712	230000000	USA	['Action', 'Adventure', 'Sci-Fi']	7.0	66.0	62004688.0	['Columbia Pictures', 'Marvel Entertainment', 'Laura Ziskin Productions']	2012-07-03	The Amazing Spider-Man	262030663	757930663.0
5af5ed2f9a5d8daabb72a713	120000000	USA	['Adventure', 'Drama', 'Fantasy', 'Romance']	5.5	52.0	141067634.0	['Summit Entertainment', 'Temple Hill Entertainment', 'Sunswept Entertainment']	2012-11-16	The Twilight Saga: Breaking Dawn - Part 2	292298923	832660037.0
5af5ed2f9a5d8daabb72a714	130000000	USA	['Adventure', 'Mystery', 'Sci-Fi']	7.0	64.0	51050101.0	['Twentieth Century Fox', 'Dune Entertainment', 'Scott Free Productions', 'Brandywine Productions']	2012-06-08	Prometheus	126477084	403354469.0
