_id	budget	country	genres	imdb_score	metascore	opening_usa	production_companies	release_date	title	usa_gross	worldwide_gross
5af5ed2f9a5d8daabb72adbc	9000000	USA	['Comedy', 'Drama']	7.4	77.0	4754215.0	['Gracie Films', 'Huayi Brothers Media', 'Robert Simonds Productions', 'STX Entertainment']	2016-11-18	The Edge of Seventeen	14260193	
5af5ed2f9a5d8daabb72adbd	3500000	France	['Drama', 'Horror']	7.0	81.0	24825.0	"['Petit Film', 'Rouge International', 'Frakas Productions', 'Wild Bunch', 'Canal+', 'Ciné+', 'Centre National de la Cinématographie (CNC)', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius', 'La Wallonie', 'Bruxelles Capitale', ""Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"", 'Radio Télévision Belge Francophone (RTBF)', 'VOO', 'BE TV', 'Arte / Cofinova 12', 'Torino Film Lab', 'MEDIA Programme of the European Union', 'Angoa-Agicoa', 'Ciclic - Région Centre', 'Ezekiel Film Production', 'Rouge International']"	2017-03-15	Raw	508425	
5af5ed2f9a5d8daabb72adbe	40000000	USA	['Comedy', 'Crime', 'Drama', 'War']	7.1	57.0	14685305.0	['BZ Entertainment', 'Green Hat Films', 'Joint Effort', 'The Mark Gordon Company']	2016-08-19	War Dogs	43017433	
5af5ed2f9a5d8daabb72adc1	22000000	UK	['Comedy', 'Mystery']	6.3	72.0	11355225.0	['Universal Pictures', 'Working Title Films', 'Mike Zoss Productions', 'Dentsu', 'Fuji Television Network']	2016-02-05	Hail, Caesar!	30080225	62429013.0
5af5ed2f9a5d8daabb72adc2	150000000	USA	['Action', 'Adventure', 'Fantasy', 'Thriller']	6.0	42.0	18469620.0	['Legendary East', 'Atlas Entertainment', 'China Film Group', 'Dentsu', 'Fuji Television Network', 'Kava Productions', 'Le Vision Pictures', 'Legendary Entertainment']	2017-02-17	The Great Wall	45540830	334933831.0
5af5ed2f9a5d8daabb72adc3	38000000	USA	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	5.2	33.0	10326356.0	['Columbia Pictures', 'LStar Capital', 'Material Pictures', 'GK Films']	2016-01-22	The 5th Wave	34912982	67065200.0
5af5ed2f9a5d8daabb72adc4	46000000	Mexico	['Adventure', 'Drama', 'History']	7.2	79.0	130880.0	['Cappa Defina Productions', 'CatchPlay', 'Emmett/Furla/Oasis Films (EFO Films)', 'Fábrica de Cine', 'IM Global', 'SharpSword Films', 'Sikelia Productions', 'Verdi Productions', 'Waypoint Entertainment']	2017-01-13	Silence	7079191	23737523.0
5af5ed2f9a5d8daabb72adc5	19000000	USA	['Animation', 'Adventure', 'Comedy', 'Fantasy']	6.2	66.0	34263534.0	['Annapurna Pictures', 'Columbia Pictures', 'Point Grey Pictures']	2016-08-12	Sausage Party	97661826	36200000.0
5af5ed2f9a5d8daabb72adc6	40000000	USA	['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']	6.4	47.0	4356941.0	['Regency Enterprises', 'Blind Wink Productions', 'New Regency Productions', 'Studio Babelsberg', 'TSG Entertainment']	2017-02-17	A Cure for Wellness	8106986	26559557.0
5af5ed2f9a5d8daabb72adc8	170000000	USA	['Adventure', 'Family', 'Fantasy']	6.2	34.0	28112000.0	['Walt Disney Pictures', 'Roth Films', 'Team Todd', 'Tim Burton Productions', 'Legend3D']	2016-05-27	Alice Through the Looking Glass	77042381	299455833.0
5af5ed2f9a5d8daabb72adc9	700000000	India	['Action', 'Biography', 'Drama', 'Sport']	8.5		3248481.0	['Aamir Khan Productions', 'Walt Disney Pictures']	2016-12-21	Dangal	12391761	310000000.0
5af5ed2f9a5d8daabb72adca	20000000	USA	['Comedy']	6.2	60.0	23817340.0	['STX Entertainment', 'Huayi Brothers Media', 'BillBlock Media', 'Suzanne Todd Productions']	2016-07-29	Bad Moms	113257297	183936074.0
5af5ed2f9a5d8daabb72adcb	45000000	Hong Kong	['Crime', 'Drama', 'History', 'Thriller']	7.4	69.0	65.0	['Bluegrass Films', 'CBS Films', 'Closest to the Hole Productions', 'Hutch Parker Entertainment', 'TIK Films']	2017-01-13	Patriots Day	31886361	48277588.0
5af5ed2f9a5d8daabb72adcc	110000000	USA	['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']	5.7	33.0	29027348.0	['Mandeville Films', 'Red Wagon Entertainment', 'Summit Entertainment']	2016-03-18	Allegiant	66184051	179246868.0
5af5ed2f9a5d8daabb72adcd	180000000	UK	['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']	6.3	44.0	38527856.0	['Village Roadshow Pictures', 'RatPac-Dune Entertainment', 'Jerry Weintraub Productions', 'Riche-Ludwig Productions', 'Beagle Pug Films', 'Dark Horse Entertainment', 'Village Roadshow Films North America', 'Warner Bros.']	2016-07-01	The Legend of Tarzan	126643061	356743061.0
5af5ed2f9a5d8daabb72adce	44000000	USA	['Action', 'Crime', 'Drama', 'Thriller']	7.4	51.0	24710273.0	['Warner Bros.', 'Electric City Entertainment', 'RatPac-Dune Entertainment', 'Zero Gravity Management']	2016-10-14	The Accountant	86260045	155160045.0
5af5ed2f9a5d8daabb72adcf	8500000	USA	['Drama']	7.8	96.0	256498.0	['Amazon Studios', 'K Period Media', 'Pearl Street Films', 'The Media Farm', 'The Affleck/Middleton Project', 'B Story', 'MWM (MadisonWellsMedia)']	2016-12-16	Manchester by the Sea	47695120	62201310.0
5af5ed2f9a5d8daabb72add0	90000000	France	['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']	6.5	46.0	22383146.0	['K/O Paper Products', 'Summit Entertainment', 'TIK Film']	2016-06-10	Now You See Me 2	65075540	334901337.0
5af5ed2f9a5d8daabb72add1	12000000	UK	['Biography', 'Drama']	8.1	69.0	123360.0	['The Weinstein Company', 'Screen Australia', 'See-Saw Films', 'Aquarius Films', 'Sunstar Entertainment']	2017-01-06	Lion	51694854	123723779.0
5af5ed2f9a5d8daabb72add2	110000000	Hong Kong	['Action', 'Drama', 'Thriller']	7.2	68.0	20223544.0	['Summit Entertainment', 'Participant Media', 'Di Bonaventura Pictures', 'Closest to the Hole Productions', 'Leverage Entertainment', 'TIK Film']	2016-09-30	Deepwater Horizon	61284947	118188581.0
5af5ed2f9a5d8daabb72add3	900000	USA	['Comedy', 'Horror']	6.3	26.0	4055940.0	['Hidden Empire Film Group']	2016-04-01	Meet the Blacks	9093856	
5af5ed2f9a5d8daabb72add4	25000000	USA	['Action', 'Comedy', 'Crime']	5.8	47.0	6541205.0	['Broadway Video', 'Michaels-Goldwyn', 'Relativity Media']	2016-09-30	Masterminds	17356894	17281714.0
5af5ed2f9a5d8daabb72add5	9000000	Chile	['Biography', 'Drama', 'History']	6.7	81.0	278715.0	['Fox Searchlight Pictures', 'LD Entertainment', 'Wild Bunch', 'Protozoa Pictures', 'Fabula', 'Why Not Productions', 'Endemol Shine North America', 'Bliss Media', 'Jackie Productions (II)']	2016-12-02	Jackie	13958679	11692444.0
5af5ed2f9a5d8daabb72add6	10000000	USA	['Comedy']	7.0	83.0	312355.0	['Annapurna Pictures', 'Detour Filmproduction', 'Sean Daniel Company']	2016-04-07	Everybody Wants Some!!	3369431	
5af5ed2f9a5d8daabb72add7	6000000	France	['Drama', 'Horror', 'Mystery', 'Thriller']	6.2	77.0	79175.0	['CG Cinéma', 'Vortex Sutra', 'Sirena Film', 'Detailfilm', 'Arte France Cinéma', 'ARTE', 'Westdeutscher Rundfunk (WDR)', 'Arte France', 'Canal+', 'Ciné+', 'SCOPE Invest']	2017-03-10	Personal Shopper	1305195	269920.0
5af5ed2f9a5d8daabb72adda	60000000	USA	['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']	7.8	84.0	12608372.0	['Focus Features', 'Laika Entertainment']	2016-08-19	Kubo and the Two Strings	48023088	76257813.0
5af5ed2f9a5d8daabb72addb	8000000	USA	['Action', 'Horror', 'Sci-Fi', 'Thriller']	5.8	48.0	504908.0	['Burk A Project', 'Scott Free Productions', 'TSG Entertainment', 'Twentieth Century-Fox Studios, Hollywood']	2016-09-02	Morgan	3912052	7315248.0
5af5ed2f9a5d8daabb72addc	40000000	France	['Action', 'Adventure', 'Crime', 'Thriller']	5.7	38.0	7456525.0	['Chartoff-Winkler Productions', 'Davis-Films', 'ME2 Productions', 'Millennium Films', 'Millennium Films']	2016-08-26	Mechanic: Resurrection	21203260	110312958.0
5af5ed2f9a5d8daabb72addd	20000000	USA	['Comedy', 'Music']	6.7	68.0	4698715.0	['Universal Pictures', 'Perfect World Pictures (Beijing)', 'Apatow Productions', 'Lonely Island, The']	2016-06-03	Popstar: Never Stop Never Stopping	9393835	
5af5ed2f9a5d8daabb72adde	35000000	UK	['Action', 'Adventure', 'Comedy']	6.2	44.0	3258327.0	['Big Talk Productions', 'Blue Sky Films', 'Columbia Pictures', 'Four by Two Films', 'LStar Capital', 'Sony Pictures Entertainment (SPE)', 'Working Title Films']	2016-03-11	The Brothers Grimsby	6864016	
5af5ed2f9a5d8daabb72addf	75000000	Japan	['Animation', 'Adventure', 'Comedy', 'Family']	6.5	61.0	104352905.0	['Universal Pictures', 'Illumination Entertainment', 'Dentsu', 'Fuji Television Network']	2016-07-08	The Secret Life of Pets	368384330	875457937.0
5af5ed2f9a5d8daabb72ade1	20000000	USA	['Action', 'Crime', 'Drama', 'Thriller']	6.3	52.0	6109085.0	['Worldview Entertainment', 'Anonymous Content', 'MadRiver Pictures']	2016-02-26	Triple 9	12626905	
5af5ed2f9a5d8daabb72ade2	4993020	Ireland	['Biography', 'Drama', 'Romance']	7.7	65.0	69085.0	['H Is 4 Productions', 'Landscape Entertainment', 'Painted House Films', 'Parallel Film Productions', 'Rink Rat Productions', 'Screen Door', 'Small Shack Productions', 'Solo Productions', 'Storyscape Entertainment']	2017-08-04	Maudie	6170998	
5af5ed2f9a5d8daabb72ade4	35000000	USA	['Comedy']	5.7	58.0	21760405.0	['Universal Pictures', 'Perfect World Pictures (Beijing)', 'Point Grey Pictures', 'Good Universe']	2016-05-20	Neighbors 2: Sorority Rising	55291815	
5af5ed2f9a5d8daabb72ade6	50000000	USA	['Comedy']	4.7	34.0	15650000.0	['Panorama Films', 'Red Hour Films', 'Scott Rudin Productions']	2016-02-12	Zoolander 2	28848693	55969000.0
5af5ed2f9a5d8daabb72ade7	24000000	USA	['Drama']	7.2	79.0	129462.0	['Bron Studios', 'Escape Artists', 'MACRO', 'Paramount Pictures', 'Scott Rudin Productions']	2016-12-25	Fences	57642961	64098857.0
5af5ed2f9a5d8daabb72ade8	28000000	UK	['Biography', 'Crime', 'Drama', 'Thriller']	7.0	66.0	5303775.0	['George Films', 'Good Films', 'Lipsync Productions', 'Road Less Traveled Productions', 'Sierra / Affinity']	2016-07-13	The Infiltrator	15425870	14805854.0
5af5ed2f9a5d8daabb72ade9	35000000	USA	['Comedy', 'Romance']	6.6	59.0	8571785.0	['Universal Pictures', 'StudioCanal', 'Miramax', 'Perfect World Pictures (Beijing)', 'Working Title Films', 'Perfect World Pictures']	2016-09-16	Bridget Jones's Baby	24252420	211952420.0
5af5ed2f9a5d8daabb72adea	70000000	USA	['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']	6.8	56.0	21311407.0	['RatPac-Dune Entertainment', 'Warner Animation Group', 'Warner Bros. Animation', 'Warner Bros.']	2016-09-23	Storks	72679278	182379278.0
5af5ed2f9a5d8daabb72adeb	105000000	USA	['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']	5.7	34.0	21373064.0	['Blue Sky Studios', 'FortyFour Studios', 'Twentieth Century Fox Animation']	2016-07-22	Ice Age: Collision Course	64063008	408579038.0
5af5ed2f9a5d8daabb72adec	3000000	USA	['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']	7.0	64.0	105453.0	['Blackbird', 'Cold Iron Pictures', 'Tadmor']	2016-07-01	Swiss Army Man	4208879	4121261.0
5af5ed2f9a5d8daabb72aded	35000000	USA	['Biography', 'Comedy', 'Drama', 'War']	6.6	57.0	7443007.0	['Broadway Video', 'Little Stranger', 'Paramount Pictures']	2016-03-04	Whiskey Tango Foxtrot	23049575	24939010.0
5af5ed2f9a5d8daabb72adee	40000000	UK	['Action', 'Horror', 'Sci-Fi', 'Thriller']	5.6	49.0	13601682.0	['Constantin Film', 'Davis-Films', 'Impact Pictures', 'Screen Gems']	2017-01-27	Resident Evil: The Final Chapter	26830068	312242626.0
5af5ed2f9a5d8daabb72adef	60000000	UK	['Action', 'Drama', 'Thriller']	5.9	28.0	21635601.0	['Millennium Films', 'G-BASE', 'LHF Film', 'Nu Boyana Film Studios']	2016-03-04	London Has Fallen	62524260	205754447.0
5af5ed2f9a5d8daabb72adf0	5000000	USA	['Action', 'Horror', 'Thriller']	6.1	44.0	4137230.0	['BH Tilt', 'Orion Pictures', 'Troll Court Entertainment', 'Safran Company, The', 'Blumhouse Productions', 'Itaca Films', 'Metro-Goldwyn-Mayer (MGM)']	2017-03-17	The Belko Experiment	10164675	
5af5ed2f9a5d8daabb72adf1	20000000	USA	['Adventure', 'Drama', 'Thriller']	6.7	49.0	3471316.0	['Black Bear Pictures', 'Boies / Schiller Film Group', 'Hwy61', 'Living Films']	2017-01-27	Gold	7222964	7227038.0
5af5ed2f9a5d8daabb72adf2	140000000	USA	['Adventure', 'Family', 'Fantasy']	6.4	66.0	19584969.0	['Walt Disney Pictures', 'Amblin Entertainment', 'Reliance Entertainment', 'Walden Media', 'Kennedy/Marshall Company, The', 'DreamWorks']	2016-07-01	The BFG	55483770	199905224.0
5af5ed2f9a5d8daabb72adf3	25000000	USA	['Comedy', 'Drama']	5.6	18.0	8369184.0	['Open Road Films (II)', 'Rice Films', 'Gulfstream Pictures', 'May Day Movies', 'Triad Film Works', 'Beatnik Films', 'Capacity Pictures', 'PalmStar Media']	2016-04-29	Mother's Day	32463917	
5af5ed2f9a5d8daabb72adf4	4900000	USA	['Horror']	6.3	58.0	21688103.0	['New Line Cinema', 'RatPac-Dune Entertainment', 'Grey Matter Productions', 'Atomic Monster']	2016-07-22	Lights Out	67268835	148868835.0
5af5ed2f9a5d8daabb72adf5	43000000	UK	['Animation', 'Drama', 'Fantasy']	7.5	76.0	30909.0	['Apaches Entertainment', 'Monster Calls, A', 'Participant Media', 'Películas la Trini', 'River Road Entertainment']	2017-01-06	A Monster Calls	3730982	40919166.0
5af5ed2f9a5d8daabb72adf7	40000000	France	['Biography', 'Drama', 'Thriller']	7.3	58.0	8000058.0	['Endgame Entertainment', 'Vendian Entertainment', 'KrautPack Entertainment']	2016-09-16	Snowden	21587519	37357216.0
5af5ed2f9a5d8daabb72adf9	108000000	USA	['Action', 'Crime', 'Drama', 'Thriller']	6.4	49.0	33000.0	['Appian Way', 'Pearl Street Films', 'RatPac-Dune Entertainment', 'Warner Bros.', 'iMint Media']	2017-01-13	Live by Night	10377558	16706524.0
5af5ed2f9a5d8daabb72adfa	10000000	UK	['Action', 'Comedy', 'Crime', 'Thriller']	6.4	63.0	994431.0	['Film4', 'Protagonist Pictures', 'Rook Films']	2017-04-21	Free Fire	1798472	
5af5ed2f9a5d8daabb72adfb	145000000	China	['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']	7.1	66.0	41282042.0	['China Film Co.', 'DreamWorks Animation', 'Oriental DreamWorks']	2016-01-29	Kung Fu Panda 3	143528619	521170825.0
5af5ed2f9a5d8daabb72adfc	10000000	USA	['Action', 'Horror', 'Sci-Fi', 'Thriller']	6.0	55.0	30870000.0	['Universal Pictures', 'Platinum Dunes', 'Blumhouse Productions', 'Man in A Tree', 'Dentsu', 'Fuji Television Network']	2016-07-01	The Purge: Election Year	79003080	118587880.0
5af5ed2f9a5d8daabb72adfe	28000000	USA	['Action', 'Horror', 'Romance']	5.8	45.0	5324240.0	['Cross Creek Pictures', 'MadRiver Pictures', 'QC Entertainment', 'Allison Shearmur Productions', 'Handsomecharlie Films', 'Head Gear Films', 'PPZ Holdings', 'Sierra / Affinity']	2016-02-05	Pride and Prejudice and Zombies	10907291	
5af5ed2f9a5d8daabb72adff	38000000	USA	['Comedy']	6.2	39.0	11002986.0	['Twentieth Century Fox', 'Red Hour Films', '21 Laps Entertainment', 'TSG Entertainment']	2016-12-23	Why Him?	60269575	117497580.0
5af5ed2f9a5d8daabb72ae00	40000000	USA	['Action', 'Comedy']	5.9	34.0	5461475.0	['Fox 2000 Pictures', 'Parkes+MacDonald Image Nation']	2016-10-21	Keeping Up with the Joneses	14896798	28939621.0
5af5ed2f9a5d8daabb72ae01	35000000	USA	['Action', 'Adventure', 'Fantasy', 'Horror']	5.8	23.0	13688751.0	['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films']	2017-01-06	Underworld: Blood Wars	30348260	76130534.0
5af5ed2f9a5d8daabb72ae03	40000000	UK	['Drama', 'War']	6.3	53.0	114129.0	['Bona Film Group', 'Dune Films', 'Film4', 'Marc Platt Productions', 'Studio 8', 'The Ink Factory', 'TriStar Pictures', 'TriStar Productions']	2016-11-18	Billy Lynn's Long Halftime Walk	1721524	24336708.0
5af5ed2f9a5d8daabb72ae06	10000000	USA	['Horror', 'Mystery', 'Thriller']	4.8	34.0	12741176.0	['Gramercy Pictures (I)', 'Lava Bear Films']	2016-01-08	The Forest	26583369	30687600.0
5af5ed2f9a5d8daabb72ae07	10000000	UK	['Biography', 'Drama']	6.6	63.0	93728.0	['BBC Films', 'Krasnoff / Foster Entertainment', 'Participant Media', 'Shoebox Films']	2016-10-21	Denial	4072226	
5af5ed2f9a5d8daabb72ae09	3800000	USA	['Comedy', 'Drama', 'Romance']	6.5	53.0	38210.0	['Sycamore Pictures', 'Groundswell Productions', 'Fancy Film Post Services', 'Sunday Night']	2016-08-26	The Hollars	1016872	
5af5ed2f9a5d8daabb72ae0e	3500000	USA	['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']	6.5			['Warner Bros. Animation', 'DC Entertainment']	2016-07-25	Batman: The Killing Joke	3775000	
5af5ed2f9a5d8daabb72ae0f	80000000	USA	['Action', 'Drama', 'History', 'Thriller']	6.8	58.0	10288932.0	['Walt Disney Pictures', 'Whitaker Entertainment']	2016-01-29	The Finest Hours	27550735	15265660.0
5af5ed2f9a5d8daabb72ae10	7000000	USA	['Comedy', 'Drama']	7.4	83.0	111200.0	['A24', 'Annapurna Pictures', 'Modern People', 'Archer Gray']	2017-01-20	20th Century Women	5663855	5757620.0
5af5ed2f9a5d8daabb72ae11	50000000	USA	['Action', 'Biography', 'Drama', 'History', 'War']	6.9	53.0	7772000.0	['Bluegrass Films', 'Larger Than Life Productions', 'Route One Entertainment', 'Vendian Entertainment']	2016-06-24	Free State of Jones	20758378	
5af5ed2f9a5d8daabb72ae12	4000000	USA	['Horror', 'Thriller']	4.4	27.0	4950859.0	['Blumhouse Productions', 'Chapter One Films']	2016-05-13	The Darkness	10732841	
5af5ed2f9a5d8daabb72ae13	15000000	USA	['Action', 'Comedy']	6.3	63.0	9453224.0	['Artists First', 'New Line Cinema', 'RatPac-Dune Entertainment']	2016-04-29	Keanu	20566327	
5af5ed2f9a5d8daabb72ae14	9000000	USA	['Horror', 'Thriller']	6.1	65.0	14065500.0	['Allspark Pictures', 'Blumhouse Productions', 'Dentsu', 'Fuji Television Network', 'Hasbro', 'Intrepid Pictures', 'Perfect World Pictures', 'Platinum Dunes', 'Universal Pictures']	2016-10-21	Ouija: Origin of Evil	34904885	79496033.0
5af5ed2f9a5d8daabb72ae15	10000000	UK	['Comedy', 'Drama', 'Romance', 'War']	6.8	76.0	76197.0	['BBC Films', 'Welsh Government', 'Pinewood Pictures', 'Ingenious Media', 'HanWay Films', 'Wildgaze Films', 'Number 9 Films', 'Film i Väst', 'Filmgate Films', 'Ripken Productions']	2017-04-07	Their Finest	3595841	
5af5ed2f9a5d8daabb72ae18	8000000	USA	['Horror', 'Mystery', 'Thriller']	6.0	42.0	10778392.0	['Lakeshore Entertainment', 'STX Entertainment', 'Huayi Brothers Media', 'Vertigo Entertainment']	2016-01-22	The Boy	35794166	68200000.0
5af5ed2f9a5d8daabb72ae1b	100000000	USA	['Action', 'Adventure', 'Drama', 'History']	5.7	38.0	11203815.0	['LightWorkers Media', 'Metro-Goldwyn-Mayer (MGM)', 'Paramount Pictures', 'Sean Daniel Company']	2016-08-19	Ben-Hur	26384681	
5af5ed2f9a5d8daabb72ae1e	18000000	USA	['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']	6.6	76.0	190012.0	['Warner Bros.', 'RatPac-Dune Entertainment', 'Faliro House Productions', 'Tri-State Pictures']	2016-04-21	Midnight Special	3707794	
5af5ed2f9a5d8daabb72ae20	13000000	USA	['Biography', 'Drama', 'Family']	7.1	44.0	14812393.0	['Columbia Pictures', 'Affirm Films', 'Roth Films', 'Franklin Entertainment', 'TriStar Pictures', 'TriStar Pictures']	2016-03-16	Miracles from Heaven	61693523	73798720.0
5af5ed2f9a5d8daabb72ae24	65000000	USA	['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']	6.7	71.0	21514095.0	['Walt Disney Pictures']	2016-08-12	Pete's Dragon	76233151	143695338.0
5af5ed2f9a5d8daabb72ae29	45000000	USA	['Comedy']	5.8	42.0	17500000.0	['Amblin Partners', 'Bluegrass Films', 'DreamWorks', 'Reliance Entertainment']	2016-12-09	Office Christmas Party	54730514	114455140.0
5af5ed2f9a5d8daabb72ae2e	40000000	USA	['Action', 'Comedy']	5.9	32.0	34040000.0	['Universal Pictures', 'Will Packer Productions', 'Cube Vision']	2016-01-15	Ride Along 2	90835030	90698542.0
5af5ed2f9a5d8daabb72ae30	23000000	UK	['Biography', 'Comedy', 'Drama', 'Sport']	7.4	54.0	6084682.0	['Hurwitz Creative', 'Marv Films', 'Saville Productions', 'Studio Babelsberg']	2016-02-26	Eddie the Eagle	15785632	44128165.0
5af5ed2f9a5d8daabb72ae33	20000000	UK	['Action', 'Crime', 'Drama', 'Thriller']	6.3	48.0	39000.0	['StudioCanal', 'Anton Capital Entertainment (ACE)', 'Amazon Prime Instant Video', 'Vendome Pictures', 'TF1 Films Production', 'Canal+', 'Ciné+', 'TF1', 'Anonymous Content']	2016-11-18	The Take	39000	14397593.0
5af5ed2f9a5d8daabb72ae35	5000000	USA	['Comedy', 'Drama', 'Romance']	5.8	48.0	98850.0	['Lifetime Films', 'American Zoetrope', 'Corner Piece Capital', 'Protagonist Pictures', 'Tohokushinsha Film Corporation (TFC)', 'A+E Studios']	2017-07-07	Paris Can Wait	5617731	
5af5ed2f9a5d8daabb72ae37	3000000	Germany	['Comedy', 'Drama']	7.4	93.0	15972.0	['Komplizen Film', 'Coop99 Filmproduktion', 'KNM', 'KNM', 'Missing Link Films', 'MonkeyBoy', 'HiFilm', 'Südwestrundfunk (SWR)', 'Westdeutscher Rundfunk (WDR)', 'Arte', 'Film- und Medienstiftung NRW', 'Eurimages', 'Filmförderungsanstalt (FFA)', 'Deutscher Filmförderfonds (DFFF)', 'Medienboard Berlin-Brandenburg', 'Beauftragter der Bundesregierung für Angelegenheiten der Kultur und der Medien (BKM)', 'Filmförderung Hamburg Schleswig-Holstein', 'FilmFernsehFonds Bayern', 'MEDIA Programme of the European Union', 'Österreichisches Filminstitut', 'Filmstandort Austria (FISA)', 'Austrian Film Institute', 'Eurimages Council of Europe', 'Federal Government Commissioner for Culture and Media', 'Location Austria']	2016-12-25	Toni Erdmann	1478960	1390172.0
5af5ed2f9a5d8daabb72ae38	5000000	USA	['Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']	5.2	30.0	2534884.0	['IM Global', 'Blumhouse Productions', 'WWE Studios', 'Deep Undergrond Films']	2016-12-02	Incarnate	4790573	6341855.0
5af5ed2f9a5d8daabb72ae39	5000000	Canada	['Biography', 'Drama', 'Sport']	7.1	56.0	7353922.0	['Forecast Pictures', 'ID+', 'Jesse Race Productions Quebec', 'JoBro Productions & Film Finance', 'Solofilms', 'Trinity Race']	2016-02-19	Race	19097994	
5af5ed2f9a5d8daabb72ae3a	26000000	USA	['Biography', 'Drama']	6.3	54.0		['Acacia Filmed Entertainment', 'Castle Rock Entertainment', 'Parkside Pictures', 'Savvy Media Holdings', 'Star Thrower Entertainment']	2017-11-03	LBJ	2470979	
5af5ed2f9a5d8daabb72ae40	2500000	Brazil	['Drama']	7.6	88.0	29129.0	['CinemaScópio Produções', 'SBS Productions', 'Globo Filmes', 'VideoFilmes', 'Estudios Quanta', 'Agência Nacional do Cinema (ANCINE)', 'BNDES']	2016-09-01	Aquarius	285930	
5af5ed2f9a5d8daabb72ae42	18000000	USA	['Comedy', 'Romance']	6.0	37.0	17861950.0	['Gold Circle Films', 'HBO Films', 'Playtone', 'Universal Pictures']	2016-03-25	My Big Fat Greek Wedding 2	59573085	26120000.0
5af5ed2f9a5d8daabb72ae43	21500000	UK	['Action', 'Crime', 'Thriller']	5.7	33.0	1512824.0	['42', 'Automatik', 'DMG Entertainment', 'Hands-on Producers', 'Silver Pictures']	2017-02-24	Collide	2280004	2531521.0
5af5ed2f9a5d8daabb72ae4a	10000000	France	['Drama', 'Horror', 'Thriller']	4.7	25.0	3700000.0	['EuropaCorp', 'Transfilm', 'Lava Bear Films', 'Canal+', 'OCS', 'Ciné+']	2016-11-11	Shut In	6883951	6891009.0
5af5ed2f9a5d8daabb72ae4e	8500000	USA	['Biography', 'Drama', 'History']	6.4	69.0	2625000.0	['Bron Studios', 'Creative Wealth Media Finance', 'Follow Through Productions', 'Hit 55 Ventures', 'Infinity United Entertainment', 'Juniper Productions', 'Mandalay Pictures', 'Novofam Productions', 'Oster Media', 'Phantom Four', 'Point Made Films', 'Tiny Giant Entertainment']	2016-10-07	The Birth of a Nation	15858754	
5af5ed2f9a5d8daabb72ae50	20000000	Panama	['Action', 'Biography', 'Drama', 'Sport']	6.6	54.0	1751388.0	['Fuego Films', 'Epicentral Studios', 'La Piedra Films', 'Panama Cinema', 'Vertical Media', 'Large Screen Cinema Productions']	2016-08-26	Hands of Stone	4711736	
5af5ed2f9a5d8daabb72ae56	8000000	USA	['Comedy', 'Drama']	7.6	37.0	338378.0	['Cinelou Films', 'Envision Media Arts', 'Shenghua Entertainment', 'Voltage Pictures']	2016-09-16	Mr. Church	685143	
5af5ed2f9a5d8daabb72ae59	31100000	USA	['Comedy', 'Drama', 'Romance']	5.7	60.0	1589625.0	['New Regency Pictures', 'RatPac Entertainment', 'Worldview Entertainment', 'Shangri-La Entertainment', 'Demarest Films', 'Tatira']	2016-11-23	Rules Don't Apply	3647836	
5af5ed2f9a5d8daabb72ae5b	6000000	USA	['Biography', 'Drama', 'Sport']	6.8	62.0	2366810.0	['Verdi Productions', 'Magna Entertainment', 'Bruce Cohen Productions', 'Sikelia Productions', 'Younger Than You']	2016-11-18	Bleed for This	4847865	
5af5ed2f9a5d8daabb72ae5e	29000000	UK	['Biography', 'Comedy', 'Drama', 'Music']	6.9	71.0	6601313.0	['Qwerty Films', 'Pathé Pictures International', 'BBC Films']	2016-08-12	Florence Foster Jenkins	27370107	2080000.0
5af5ed2f9a5d8daabb72ae5f	29000000	USA	['Comedy']	5.4	40.0	23586645.0	['Gary Sanchez Productions', 'On the Day', 'Universal Pictures']	2016-04-08	The Boss	63034755	
5af5ed2f9a5d8daabb72ae60	9000000	UK	['Biography', 'Drama', 'Romance']	7.0	79.0	159615.0	['Raindog Films', 'Big Beach Films']	2016-11-04	Loving	7696098	
